Component Name,Type,Path,Usage Count,File Types,Used By Files
"AssignmentCollection","local","./AssignmentCollection.vue",1,"component","components/AssignmentCollection/AssignmentCollection.test.ts"
"DropArea","local","../DropArea/DropArea.vue",1,"component","components/AssignmentCollection/AssignmentCollection.vue"
"ParameterOptions","local","../ParameterOptions.vue",1,"component","components/AssignmentCollection/AssignmentCollection.vue"
"CanvasChat","local","./CanvasChat.vue",1,"component","components/CanvasChat/CanvasChat.test.ts"
"ChatMessagesPanel","local","./components/ChatMessagesPanel.vue",1,"component","components/CanvasChat/CanvasChat.vue"
"ChatLogsPanel","local","./components/ChatLogsPanel.vue",1,"component","components/CanvasChat/CanvasChat.vue"
"MessageOptionTooltip","local","./MessageOptionTooltip.vue",1,"component","components/CanvasChat/components/ChatMessagesPanel.vue"
"MessageOptionAction","local","./MessageOptionAction.vue",1,"component","components/CanvasChat/components/ChatMessagesPanel.vue"
"LogDetailsPanel","local","./LogDetailsPanel.vue",1,"component","components/CanvasChat/future/components/LogDetailsPanel.test.ts"
"LogsOverviewPanel","local","./LogsOverviewPanel.vue",1,"component","components/CanvasChat/future/components/LogsOverviewPanel.test.ts"
"AskAI","local","./AskAI/AskAI.vue",1,"component","components/CodeNodeEditor/CodeNodeEditor.vue"
"CollectionParameter","local","./CollectionParameter.vue",1,"component","components/CollectionParameter.test.ts"
"CommunityPackageInstallModal","local","./CommunityPackageInstallModal.vue",1,"component","components/CommunityPackageInstallModal.test.ts"
"CredentialConfig","local","./CredentialEdit/CredentialConfig.vue",1,"component","components/CredentialConfig.test.ts"
"Banner","local","../Banner.vue",1,"component","components/CredentialEdit/CredentialConfig.vue"
"CopyInput","local","../CopyInput.vue",1,"component","components/CredentialEdit/CredentialConfig.vue"
"CredentialInputs","local","./CredentialInputs.vue",1,"component","components/CredentialEdit/CredentialConfig.vue"
"OauthButton","local","./OauthButton.vue",1,"component","components/CredentialEdit/CredentialConfig.vue"
"TimeAgo","local","../TimeAgo.vue",1,"component","components/CredentialEdit/CredentialInfo.vue"
"ParameterInputExpanded","local","../ParameterInputExpanded.vue",1,"component","components/CredentialEdit/CredentialInputs.vue"
"CredentialPicker","local","./CredentialPicker.vue",1,"component","components/CredentialPicker/CredentialPicker.test.ts"
"CredentialsDropdown","local","./CredentialsDropdown.vue",1,"component","components/CredentialPicker/CredentialPicker.vue"
"DeleteUserModal","local","./DeleteUserModal.vue",1,"component","components/DeleteUserModal.test.ts"
"DropArea","local","./DropArea.vue",1,"component","components/DropArea/DropArea.test.ts"
"TestTableBase","local","../shared/TestTableBase.vue",1,"component","components/Evaluations.ee/ListRuns/TestRunsTable.vue"
"StepHeader","local","../shared/StepHeader.vue",1,"component","components/Evaluations.ee/SetupWizard/SetupWizard.vue"
"StepIndicator","local","./StepIndicator.vue",1,"component","components/Evaluations.ee/shared/StepHeader.vue"
"ExpressionOutput","local","./InlineExpressionEditor/ExpressionOutput.vue",1,"component","components/ExpressionEditModal.vue"
"OutputItemSelect","local","./InlineExpressionEditor/OutputItemSelect.vue",1,"component","components/ExpressionEditModal.vue"
"DraggableTarget","local","./DraggableTarget.vue",1,"component","components/ExpressionEditModal.vue"
"OperatorSelect","local","./OperatorSelect.vue",1,"component","components/FilterConditions/Condition.vue"
"Condition","local","./Condition.vue",1,"component","components/FilterConditions/FilterConditions.vue"
"CombinatorSelect","local","./CombinatorSelect.vue",1,"component","components/FilterConditions/FilterConditions.vue"
"FolderBreadcrumbs","local","./FolderBreadcrumbs.vue",1,"component","components/Folders/FolderBreadcrumbs.test.ts"
"type PathItem ","design-system","@n8n/design-system/components/N8nBreadcrumbs/Breadcrumbs.vue",1,"component","components/Folders/FolderBreadcrumbs.vue"
"FolderCard","local","./FolderCard.vue",1,"component","components/Folders/FolderCard.test.ts"
"MoveToFolderModal","local","./MoveToFolderModal.vue",1,"component","components/Folders/MoveToFolderModal.test.ts"
"MoveToFolderDropdown","local","./MoveToFolderDropdown.vue",1,"component","components/Folders/MoveToFolderModal.vue"
"ProjectBreadcrumb","local","./ProjectBreadcrumb.vue",1,"component","components/Folders/ProjectBreadcrumb.test.ts"
"ImportWorkflowUrlModal","local","./ImportWorkflowUrlModal.vue",1,"component","components/ImportWorkflowUrlModal.test.ts"
"InlineExpressionEditorOutput","local","./InlineExpressionEditorOutput.vue",1,"component","components/InlineExpressionEditor/InlineExpressionEditorOutput.test.ts"
"ExpressionOutput","local","./ExpressionOutput.vue",1,"component","components/InlineExpressionEditor/InlineExpressionEditorOutput.vue"
"OutputItemSelect","local","./OutputItemSelect.vue",1,"component","components/InlineExpressionEditor/InlineExpressionEditorOutput.vue"
"InlineExpressionTip","local","./InlineExpressionTip.vue",1,"component","components/InlineExpressionEditor/InlineExpressionEditorOutput.vue"
"InputNodeSelect","local","./InputNodeSelect.vue",1,"component","components/InputPanel.vue"
"WireMeUp","local","./WireMeUp.vue",1,"component","components/InputPanel.vue"
"InputTriple","local","./InputTriple.vue",1,"component","components/InputTriple/InputTriple.test.ts"
"Logo","local","../Logo.vue",1,"component","components/Logo/__tests__/Logo.test.ts"
"Logo","local","./Logo/Logo.vue",1,"component","components/MainSidebar.vue"
"PromptMfaCodeModal","local","./PromptMfaCodeModal/PromptMfaCodeModal.vue",1,"component","components/Modals.vue"
"MultipleParameter","local","./MultipleParameter.vue",1,"component","components/MultipleParameter.test.ts"
"PanelDragButton","local","./PanelDragButton.vue",1,"component","components/NDVDraggablePanels.vue"
"CategoryItem","local","./ItemTypes/CategoryItem.vue",1,"component","components/Node/NodeCreator/CategoryItem.test.ts"
"OrderSwitcher","local","./../OrderSwitcher.vue",1,"component","components/Node/NodeCreator/Modes/ActionsMode.vue"
"CommunityNodeInfo","local","../Panel/CommunityNodeInfo.vue",1,"component","components/Node/NodeCreator/Modes/ActionsMode.vue"
"CommunityNodeFooter","local","../Panel/CommunityNodeFooter.vue",1,"component","components/Node/NodeCreator/Modes/ActionsMode.vue"
"NoResults","local","../Panel/NoResults.vue",1,"component","components/Node/NodeCreator/Modes/NodesMode.vue"
"N8nIconButton","design-system","@n8n/design-system/components/N8nIconButton/IconButton.vue",1,"component","components/Node/NodeCreator/NodeCreator.vue"
"NoResultsIcon","local","./NoResultsIcon.vue",1,"component","components/Node/NodeCreator/Panel/NoResults.vue"
"SearchBar","local","./SearchBar.vue",1,"component","components/Node/NodeCreator/Panel/NodesListPanel.vue"
"ActionsRenderer","local","../Modes/ActionsMode.vue",1,"component","components/Node/NodeCreator/Panel/NodesListPanel.vue"
"NodesRenderer","local","../Modes/NodesMode.vue",1,"component","components/Node/NodeCreator/Panel/NodesListPanel.vue"
"CommunityNodeDocsLink","local","./CommunityNodeDocsLink.vue",1,"component","components/Node/NodeCreator/Panel/NodesListPanel.vue"
"ItemsRenderer","local","./ItemsRenderer.vue",1,"component","components/Node/NodeCreator/Renderers/CategorizedItemsRenderer.vue"
"CategoryItem","local","../ItemTypes/CategoryItem.vue",1,"component","components/Node/NodeCreator/Renderers/CategorizedItemsRenderer.vue"
"NodeItem","local","../ItemTypes/NodeItem.vue",1,"component","components/Node/NodeCreator/Renderers/ItemsRenderer.vue"
"SubcategoryItem","local","../ItemTypes/SubcategoryItem.vue",1,"component","components/Node/NodeCreator/Renderers/ItemsRenderer.vue"
"LabelItem","local","../ItemTypes/LabelItem.vue",1,"component","components/Node/NodeCreator/Renderers/ItemsRenderer.vue"
"ActionItem","local","../ItemTypes/ActionItem.vue",1,"component","components/Node/NodeCreator/Renderers/ItemsRenderer.vue"
"ViewItem","local","../ItemTypes/ViewItem.vue",1,"component","components/Node/NodeCreator/Renderers/ItemsRenderer.vue"
"LinkItem","local","../ItemTypes/LinkItem.vue",1,"component","components/Node/NodeCreator/Renderers/ItemsRenderer.vue"
"CommunityNodeItem","local","../ItemTypes/CommunityNodeItem.vue",1,"component","components/Node/NodeCreator/Renderers/ItemsRenderer.vue"
"CategorizedItemsRenderer","local","./CategorizedItemsRenderer.vue",1,"component","components/Node/NodeCreator/Renderers/ItemsRenderer.vue"
"NodeCredentials","local","./NodeCredentials.vue",1,"component","components/NodeCredentials.test.ts"
"NDVDraggablePanels","local","./NDVDraggablePanels.vue",1,"component","components/NodeDetailsView.vue"
"OutputPanel","local","./OutputPanel.vue",1,"component","components/NodeDetailsView.vue"
"InputPanel","local","./InputPanel.vue",1,"component","components/NodeDetailsView.vue"
"TriggerPanel","local","./TriggerPanel.vue",1,"component","components/NodeDetailsView.vue"
"RunInfo","local","./RunInfo.vue",1,"component","components/OutputPanel.vue"
"RunDataAi","local","./RunDataAi/RunDataAi.vue",1,"component","components/OutputPanel.vue"
"CssEditor","local","./CssEditor/CssEditor.vue",1,"component","components/ParameterInput.vue"
"ParameterInputFull","local","./ParameterInputFull.vue",1,"component","components/ParameterInputFull.test.ts"
"ParameterOverrideSelectableList","local","./ParameterOverrideSelectableList.vue",1,"component","components/ParameterInputOverrides/ParameterOverrideSelectableList.test.ts"
"Modal","local","../Modal.vue",1,"component","components/PromptMfaCodeModal/PromptMfaCodeModal.vue"
"ResourceLocator","local","./ResourceLocator.vue",1,"component","components/ResourceLocator/ResourceLocator.test.ts"
"ResourceLocatorDropdown","local","./ResourceLocatorDropdown.vue",1,"component","components/ResourceLocator/ResourceLocator.vue"
"ResourceMapper","local","./ResourceMapper.vue",1,"component","components/ResourceMapper/ResourceMapper.test.ts"
"MappingModeSelect","local","./MappingModeSelect.vue",1,"component","components/ResourceMapper/ResourceMapper.vue"
"MatchingColumnsSelect","local","./MatchingColumnsSelect.vue",1,"component","components/ResourceMapper/ResourceMapper.vue"
"MappingFields","local","./MappingFields.vue",1,"component","components/ResourceMapper/ResourceMapper.vue"
"ViewSubExecution","local","./ViewSubExecution.vue",1,"component","components/RunData.vue"
"RunDataAiContent","local","./RunDataAiContent.vue",1,"component","components/RunDataAi/RunDataAi.vue"
"AiRunContentBlock","local","./AiRunContentBlock.vue",1,"component","components/RunDataAi/RunDataAiContent.vue"
"ViewSubExecution","local","../ViewSubExecution.vue",1,"component","components/RunDataAi/RunDataAiContent.vue"
"RunDataJsonActions","local","./RunDataJsonActions.vue",1,"component","components/RunDataJsonActions.test.ts"
"SourceControlPullModalEe","local","./SourceControlPullModal.ee.vue",1,"component","components/SourceControlPullModal.ee.test.ts"
"IntersectionObserver","local","./IntersectionObserver.vue",1,"component","components/TagsContainer.vue"
"IntersectionObserved","local","./IntersectionObserved.vue",1,"component","components/TagsContainer.vue"
"Telemetry","local","./Telemetry.vue",1,"component","components/Telemetry.test.ts"
"NodeList","local","./NodeList.vue",1,"component","components/TemplateCard.vue"
"TemplateCard","local","./TemplateCard.vue",1,"component","components/TemplateList.vue"
"ModalDrawer","local","./ModalDrawer.vue",1,"component","components/UpdatesPanel.vue"
"VersionCard","local","./VersionCard.vue",1,"component","components/UpdatesPanel.vue"
"Badge","local","./Badge.vue",1,"component","components/VersionCard.vue"
"WarningTooltip","local","./WarningTooltip.vue",1,"component","components/VersionCard.vue"
"WorkerCard","local","./Workers/WorkerCard.ee.vue",1,"component","components/WorkerList.ee.vue"
"WorkerJobAccordion","local","./WorkerJobAccordion.ee.vue",1,"component","components/Workers/WorkerCard.ee.vue"
"WorkerNetAccordion","local","./WorkerNetAccordion.ee.vue",1,"component","components/Workers/WorkerCard.ee.vue"
"WorkerChartsAccordion","local","./WorkerChartsAccordion.ee.vue",1,"component","components/Workers/WorkerCard.ee.vue"
"WorkflowActivationErrorMessage","local","./WorkflowActivationErrorMessage.vue",1,"component","components/WorkflowActivator.vue"
"TagsContainer","local","./TagsContainer.vue",1,"component","components/WorkflowTagsContainer.vue"
"V1Banner","local","./V1Banner.vue",1,"component","components/banners/V1Banner.test.ts"
"CanvasBackground","local","./elements/background/CanvasBackground.vue",1,"component","components/canvas/Canvas.vue"
"CanvasArrowHeadMarker","local","./elements/edges/CanvasArrowHeadMarker.vue",1,"component","components/canvas/Canvas.vue"
"Edge","local","./elements/edges/CanvasEdge.vue",1,"component","components/canvas/Canvas.vue"
"Node","local","./elements/nodes/CanvasNode.vue",1,"component","components/canvas/Canvas.vue"
"CanvasBackgroundStripedPattern","local","./CanvasBackgroundStripedPattern.vue",1,"component","components/canvas/elements/background/CanvasBackground.vue"
"CanvasChatButton","local","./CanvasChatButton.vue",1,"component","components/canvas/elements/buttons/CanvasChatButton.test.ts"
"CanvasClearExecutionDataButton","local","./CanvasClearExecutionDataButton.vue",1,"component","components/canvas/elements/buttons/CanvasClearExecutionDataButton.test.ts"
"CanvasControlButtons","local","./CanvasControlButtons.vue",1,"component","components/canvas/elements/buttons/CanvasControlButtons.test.ts"
"CanvasRunWorkflowButton","local","./CanvasRunWorkflowButton.vue",1,"component","components/canvas/elements/buttons/CanvasRunWorkflowButton.test.ts"
"CanvasStopCurrentExecutionButton","local","./CanvasStopCurrentExecutionButton.vue",1,"component","components/canvas/elements/buttons/CanvasStopCurrentExecutionButton.test.ts"
"CanvasStopWaitingForWebhookButton","local","./CanvasStopWaitingForWebhookButton.vue",1,"component","components/canvas/elements/buttons/CanvasStopWaitingForWebhookButton.test.ts"
"CanvasConnectionLine","local","./CanvasConnectionLine.vue",1,"component","components/canvas/elements/edges/CanvasConnectionLine.test.ts"
"CanvasHandleDiamond","local","./CanvasHandleDiamond.vue",1,"component","components/canvas/elements/handles/render-types/parts/CanvasHandleDiamond.test.ts"
"CanvasHandleDot","local","./CanvasHandleDot.vue",1,"component","components/canvas/elements/handles/render-types/parts/CanvasHandleDot.test.ts"
"CanvasHandlePlus","local","./CanvasHandlePlus.vue",1,"component","components/canvas/elements/handles/render-types/parts/CanvasHandlePlus.test.ts"
"CanvasHandleRectangle","local","./CanvasHandleRectangle.vue",1,"component","components/canvas/elements/handles/render-types/parts/CanvasHandleRectangle.test.ts"
"CanvasNodeStatusIcons","local","./CanvasNodeStatusIcons.vue",1,"component","components/canvas/elements/nodes/render-types/parts/CanvasNodeStatusIcons.test.ts"
"CanvasNodeTooltip","local","./CanvasNodeTooltip.vue",1,"component","components/canvas/elements/nodes/render-types/parts/CanvasNodeTooltip.test.ts"
"WorkflowExecutionsInfoAccordion","local","./WorkflowExecutionsInfoAccordion.vue",1,"component","components/executions/workflow/WorkflowExecutionsLandingPage.vue"
